░ъзO,╖~зO,╣яе~зы╕ъи╞╖~жW║┘(дддх),╣яе~зы╕ъи╞╖~жW║┘(н^дх),░ъе~╣q╕▄,░ъе~╢╟пu,╣яе~и╞╖~жaз},░ъд║зы╕ъдH,░ъд║нt│dдH,░ъд║╣q╕▄,░ъд║╢╟пu,░ъд║жaз},▓╬д@╜s╕╣,еDнn└ч╖~╢╡е╪,о╓ну░O┐¤,о╓нудщ┤┴
м№░ъ,ифеLкў┐─╗▓зU╖~,CWILL TELECOMMUNICATIONS INC.,CWILL TELECOMMUNICATIONS INC.,512-832-8413,512-832-8413,"12345LAMPLIGHT VILLAGE#1222, AUSTIN TX78758",дд└Їк╤еўж│ннд╜еq,п╬й·┼у,02-25989890,02-25857991,╗Oе_елдддs░╧е┴┼vжш╕Ї53╕╣15╝╙,12205020,╕g└ч╡L╜u╣q│n┼щйM┤╝╝zлмд╤╜uдз▓г╛P╖~░╚,,0870810
▓№─ї,ифеLкў┐─╗▓зU╖~,дO─P╝┌мwж│ннд╜еq,LI PENG EUROPE BV.,31-20-4490019,31-20-6598855,"JAN VAN GENTSTRAAT 123K, 1171 GK BADHOEVEDORP, HOLLAND",дO─Pе°╖~к╤еўж│ннд╜еq,│в▓╨╗Ў,02-21002188#8213,02-21002688,╗Oе_елкQж┐╕Їд@д╗дG╕╣дQдG╝╙,33955322,╕g└чп╝┬┤л~╢iеXдf╢TйЎдз╖~░╚,,0870811
н^─▌║√и╩╕sоq,ифеLкў┐─╗▓зU╖~,к°│╙░ъ╗┌ж│ннд╜еq,"EVER WINNER INT`L CO., LTD.",29174145#1402,29145594,"C/O SUNNIBDS BYUKDUBG P.O.BOX 961, ROAD TOWN TORTOLA BRITISH VIRGIN ISLANDS",еx╞Wеb╛╔┼щк╤еўж│ннд╜еq,д¤иqлF,02-9174145#1402,29145594,╗Oе_┐д(┬┬)е_╖s╕ЇдTмq205╕╣11╝╙,34286449,╕g└ч▒▒к╤д╜еq╖~░╚,,0870817
н^─▌║√и╩╕sоq,ифеLкў┐─╗▓зU╖~,TECHNAGE б]B.V.Iб^ LTD.,TECHNAGE б]B.V.Iб^ LTD.,,,TROPIC ISLE BUILDING P.O.BOX 438 ROAD TOWN TORTOLA BVI,и¤е■н╣л~дu╖~к╤еўж│ннд╜еq,├Q└│еR,02-25078221,25178643,╗Oе_елдде┐░╧кQж┐╕Ї125╕╣10╝╙,11347802,╕g└чд@пызы╕ъ╖~░╚бC,,0870826
н╗┤ф,╣qдl║▐╗s│y╖~,╝WзA▒jб]н╗┤фб^ж│ннд╜еq,ZENITRON(H.K.)LTD.,852-2759-8002,852-2759-3067,RM 608 6/F NAN FUNG COMMCTR 19 LAM LOK ST KLN BAYKLN,╝WзA▒jк╤еўж│ннд╜еq,йPд═╕q,02-29745519#890,02-29745918,╗Oе_┐д(┬┬)нл╖s╕Їе|мqдEдC╕╣дGвп╝╙дзд@,12401698,╕g└ч╣qдl╣sеє╢iеXдf╢R╜цдз╖~░╚,,0870828
м№░ъ,╣qж└╗s│y╖~,MOBILITY ELECTRONICS INC.,MOBILITY ELECTRONICS INC.,,,5528 EUBANK BLVD NE SUITE 3 ALBUGUERGUQ NW 87111 USA,лHи╣╣qдlк╤еўж│ннд╜еq,д¤▓╨╖s,02-26985760,02-26981548,н]о▀┐дн]о▀ел░ъ╡╪╕Ї582╕╣,23542766,в░.╡з░Oлм╣q╕ги╧е╬дз▓ю╢їиt▓╬,,0870829
н╗┤ф,ифеLоaоx╛╣иуд╬е╬л~зх╡o╖~,кFкL┴_жч╛ўж│ннд╜еq,кFкL┴_жч╛ўж│ннд╜еq,,,G/F 88 PRI NCE EDWARD ROAD WEST KOWLOON HONG KONG,░ккLк╤еўж│ннд╜еq,├Cз╗┤╙          ,02-7130232          ,                    ,╗Oе_еле┴е═кF╕ЇдTмqд@дGдK╕╣д@д@╝╙,29538509,╕g└чдu╖~е╬┴_мў╛ўд╬╣s▓╒еєдз╢R╜цд╬╢iеXдf╖~░╚,,0870904
н^─▌║√и╩╕sоq,ифеLкў┐─╗▓зU╖~,╢QмP░ъ╗┌╢TйЎк╤еўж│ннд╜еq,KRYSTAL STAR INTERNATIONAL CORPORATION,,,P.O.BOX 662 ROAD TOWN TORTOLA BITISH VIRGIN LSIANDS,╡╪оLо№╞W╢ь╜жк╤еўж│ннд╜еq,│пкZ╢п,02-87516888-3236,02-26599501,╗Oе_елд║┤Є░╧░Є┤Є╕Ї37╕╣12╝╙,11686106,╕g└чзы╕ъм█├Ўи╞╖~дз╖~░╚,,0870911
м№░ъ,╣q╕г╗s│y╖~,MSI COMPUTER CORP.,MSI COMPUTER CORP.,,,"901 CANADA COURT,CITY OF ZNDUSTRY-CA91748",╖LмPмьз▐к╤еўж│ннд╜еq,о}▓╗,02-32345599-8468,02-32345430,╖sе_елддйM░╧е▀╝w╡є69╕╣,22178368,╕g└чж│├Ў╣q╕г╡w┼щ.│n┼щдз│]нpд╬ифжил~╗P╣s▓╒еєдз╗s│y╢R╜ц╖~░╚,,0870911
▓№─ї,╣q╕г╗s│y╖~,MYSTAR COMPUTER B.V.,MYSTAR COMPUTER B.V.,,,SCIERICE PARK 6050 GA 5692 SON THE NETHERLANDS,╖LмPмьз▐к╤еўж│ннд╜еq,о}▓╗,02-32345599-8468,02-32345430,╖sе_елддйM░╧е▀╝w╡є69╕╣,22178368,╕g└чж│├Ў╣q╕г╡w┼щ.│n┼щдз│]нpд╬ифжил~╗P╣s▓╒еєдз╗s│y╢R╜ц╖~░╚,,0870914
м№░ъ,╣q╕г│n┼щ│]нp╖~,SPRINGSOFT USA INC.,SPRINGSOFT USA INC.,,,826 NORTH  HILLRIEW DRIVE MILPITAS CA 9035,лф╖╜мьз▐к╤еўж│ннд╜еq,зfнZе╨,03-5794567-217,03-579900,╖sж╦еле_б@░╧╖sж╦мь╛╟╢щ░╧╢щ░╧дG╕Їд╗вп╕╣дG╝╙,84149548,VLSI EDA │n┼щдз│]нpбB╢}╡oбBжц╛P,,0870915
н^─▌║√и╩╕sоq,ифеLкў┐─╗▓зU╖~,LNK INTERNATIONAL HOLDINGS INVESTMENT COMPANY LTD.,LNK INTERNATIONAL HOLDINGS INVESTMENT COMPANY LTD.,07-611-7171-3320,07-6110227,CITCO BUILDING P.O.BOX 662 ROAD TOWN TORTOLA BRITISH VIRGIN ISLANDS,ъM╢йе°╖~к╤еўж│ннд╜еq,кL╕qжu          ,07-6117171          ,                    ,░к╢п┐д(┬┬)╛Ї└Y╢mиб╝d╕ЇдTд@дC╕╣,07838854,╕g└чзы╕ъ╖~░╚,,0870916
н^─▌╢}░╥╕sоq,ифеLкў┐─╗▓зU╖~,л╪дj└Їжt▒▒к╤ж│ннд╜еq,"KENDA GLOBAL HOLDING CO.,LTD",048345171,04-8331865,HUNTLAW BUILDING P.O.BOX 2804 GEORGE TOWN GRAND CAYMAN CAYMAN ISLANDS.,л╪дjдu╖~к╤еўж│ннд╜еq,╖и╗╚й·,04-8345171-110,04-8331865,╣№д╞┐дн√кL┬эдддs╕Їд@мqд@е|д╗╕╣,59619900,▒▒к╤д╜еq,,0870921
м№░ъ,оaоx╣q╛╣зх╡o╖~,"GLOBALCOM ELECTRONIC TECHNOLOGY, INC.","GLOBALCOM ELECTRONIC TECHNOLOGY, INC.",9094689397,909-468-1894,20653 LYCOMING STREET #A1 WALNUT CA 91789,й╔зQ╣qдlдu╖~к╤еўж│ннд╜еq,│п┐№╗a,04-7977277,04-7977172,╣№д╞┐дж∙┤ф╢m╖╦й│з°дuкFд@╕ЇдTдC╕╣(е■┐│дu╖~░╧),59334664,╕g└ч─с┐¤╝v╛ў╢g├ф░tеє.жц░╩╣q╕▄╢g├ф░tеє.о°╢Oй╩╣qдl▓гл~.│q░TиTион╡┼T╡е╢R╜цдз╖~░╚,,0870923
н^─▌║√и╩╕sоq,ифеLкў┐─╗▓зU╖~,░ез▐╣q╕гб]BVIб^д╜еq,TREASURE WORLD HOLDINGS INC.,02-8751-8888#1235,02-86983055,ROAD TOWN TORTOLA BRITISH VIGRIN ISLANDS,░ез▐╣q╕гк╤еўж│ннд╜еq,┐c╓Ўжs          ,02-87518888-1247    ,02-87513374         ,╗Oе_елд║┤Є░╧╢зе·╡єдTдGдT╕╣д@╝╙,23455093,╖L╣q╕гд╬иф╢g├ф│]│╞дз│]нp╗s│yе[дu╢R╜ц╖~░╚,,0870930
н^─▌║√и╩╕sоq,╣q╜uд╬╣q╞l╗s│y╖~,UNIVERSAL TRADING ENTERPRISESLTD.(B.V.I.),UNIVERSAL TRADING ENTERPRISESLTD.(B.V.I.),,,"P.O.BOX 3321, SEALIGHT HOUSE, ROAD TOWN, TORTOLA, BRITISH VIRGIN ISLANDS.",кў╛Їмьз▐к╤еўж│ннд╜еq,╢└кўої,02-26627300,26620642,╗Oе_┐д(┬┬)▓`з|╢mе_▓`╕Ї3мq270л╤6╕╣3╝╙,04865462,жU├■╢╟┐ще╬╜uбBжU├■╖е▓╙жP╢b╜uбBжU├■░Tоз░e│s▒╡╜u,,0871012
┬─╝пи╚,╣q╜uд╬╣q╞l╗s│y╖~,кQ┤╢╢ь╜ж╣q╜uк╤еўж│ннд╜еq,"SUNF PV ELECTRIC WIRE & CABLE CO.,LTD",3285480,3282026,OFFSHORE CHAMBORS P.O.BOX 217 APIA SAMOA,кQ┤╢╢ь╜ж╣q╜uк╤еўж│ннд╜еq,└dл╪░w          ,3285480             ,                    ,оч╢щ┐д(┬┬)└tдs╢mдj▒^з°│╗┤Єдн╡єв▓╕╣,43900488,╢ь╜ж╣q╜u.╣q╞l.╣q╕▄╜uд╬ифньо╞е[дu.╗s│y.╢R╜ц╖~░╚.,,0871012
▓№─ї,╣B░╩е╬л~бB╛╣зўзх╡o╖~,м№зQ╣Fб]▓№─їб^ж│ннд╜еq,MERIDA BENELUX B.V.,,,"RUITERSMOLENWEG 25, 7361CB BEEKPERGEN, NETHERLANDS",м№зQ╣Fдu╖~к╤еўж│ннд╜еq,┤┐▒]мW,04-8526171,,╣№д╞┐ддjз°╢mм№┤фз°м№┤ф╕Ї116╕╣,59052361,ж█жциод╬╣s▓╒еє╢R╜ц╖~░╚,,0871020
м№░ъ,╣qдl║▐╗s│y╖~,YMAX CORPORATION,YMAX CORPORATION,,,"50 AIRPORT PARKWAY, SAN, JOSE, CA 95110 USA",и╚к┐мьз▐к╤еўж│ннд╜еq,╜▓зBйy,0287525858,2786-5257,╗Oе_елд║┤Є░╧мwдl╡є58╕╣7╝╙,22033899,╕g└чICдзму╡o.╗s│y╗P╛P░т╖~░╚,,0871021
дще╗,ифеLкў┐─╗▓зU╖~,дще╗HODAKAж│ннд╜еq,,,,,еидj╛ў▒ёдu╖~к╤еўж│ннд╜еq,╝Bкў╝╨,02-5363188,,╗Oддел╢╢ж|╕Ї19╕╣,56054251,│c╜цж█жциод╬ифеL░╙л~,,0871022
н╗┤ф,╣qдl║▐╗s│y╖~,д[е┐е·╣qк╤еўж│ннд╜еq,POWERTIP TECHNOLOGY LIMITED,852-310-70920,852-31070936,"RM.2 9/F BLOCKA, PO LUNG C ENTRE 11 WANG CHIN RD. KOW",д[е┐е·╣qк╤еўж│ннд╜еq,д¤е@йи,04-23558168,04-23558166,╗Oддел(┬┬)дu╖~д╗╕ЇдK╕╣,22100566,╕g└ч▓G┤╣┼уе▄╛╣╝╥▓╒╗s│yе[дu╖~░╚,,0871028
н^─▌║√и╩╕sоq,ифеLкў┐─╗▓зU╖~,SSFC INVESTMENT LIMITED.,SSFC INVESTMENT LIMITED.,,,"COMMENCE CHAMBERS, ROAD TOWN, TORTOLA, BRITISH VIRGIN ISLANDS.",╖sе·жXжи┼╓║√к╤еўж│ннд╜еq,кL╖и└s          ,5511251             ,                    ,╗Oе_еллnи╩╕ЇдGмqд@дGдT╕╣дK╝╙,07435515,╕g└чзы╕ъд╬╢TйЎ╖~░╚,,0871110
╖sе[йY,╣qдl║▐╗s│y╖~,UNITED TEST AND ASSEMBLY CENTER LTD.,UNITED TEST AND ASSEMBLY CENTER LTD.,,,"52, SERAGOON NORTH AVE. 4 #06-00 SINGAPORE 555853",й╥├╣к∙к╤еўж│ннд╜еq,│пмF╢й,02-87918989,02-87884501,╗Oе_елд║┤Є░╧жцй╛╕Ї42╕╣6╝╙,23640801,╕g└ч┐n┼щ╣q╕Їл╩╕╦д╬┤·╕╒╖~░╚,,0871120
н^─▌╢}░╥╕sоq,ифеLкў┐─╗▓зU╖~,е┐┤I╢░╣╬░ъ╗┌ж│ннд╜еq,JFG INTERNATIONAL INCORPORATION,,,"HUNTLAW BUILDING, P.O.BOX 2804 GEORGE TOWN, GRAND CAYMAN, CAYMAN ISLANDS BRITISH WEST INDIES.",е┐оp╖sпр╖╜к╤еўж│ннд╜еq,┴┬мю╡^,03-4904111,,оч╢щ┐д(┬┬)ен┬эеле┴▒┌╕Ї┬∙│sдGмqв░в░в╖л╤в░в╕╕╣,44947686,╕g└чзы╕ъ▒▒к╤╖~░╚,,0871120
ж╩╝}╣F,ифеLкў┐─╗▓зU╖~,╗╖н▄░ъ╗┌б]ж╩╝}╣Fб^к╤еўж│ннд╜еq,FAR EASTERN SILO&SHIPPING INT`L (BERMUDA)LTD,,,CLARENDON HOUSE CHURCH STREET HAMILTON HM11 BERMUDA,кF┤╦░ъ╗┌к╤еўж│ннд╜еq,╣∙й|дх,02-7557565,27028079,╗Oе_елдjжw░╧┤_┐│лn╕Їд@мq368╕╣8╝╙,04964250,╕g└ч░їжцифеL┬рзы╕ъи╞╖~дззы╕ъ╖~░╚,,0871124
╖sе[йY,ифеL╣q╕г╢g├ф│]│╞╗s│y╖~,O.R. TECHNOLOGY INC.,O.R. TECHNOLOGY INC.,65-339-4133,65-339-1445,"402 NORGH BRIDGE ROAD #06-00 JUN XIM BUILDING, SINGAPORE 18722",дд└Їк╤еўж│ннд╜еq,п╬й·┼у,02-25989890,02-25857991,╗Oе_елдддs░╧е┴┼vжш╕Ї53╕╣15╝╙,12205020,▒qи╞╕g└ч╗s│yдTбBднн^жTв░в▒впMB│nжб║╧║╨╛ў╖~░╚бC,,0871204
м№░ъ,дu╡{кA░╚д╬м█├Ўз▐│N┼U░▌╖~,MASBC INC.,MASBC INC.,,,"181 SECOND AVENUE.,SITE 218 SAN MATEO, CALIFORNIA 94401 USA",и╬оцн╣л~к╤еўж│ннд╜еq,▒ф╝wн╖,02-7092323,,╗Oе_елдjжw░╧дп╖R╕ЇдTмqд@дTд╗╕╣5╝╙,22102473,╕g└ч║Ї╕Ї│n┼щ│]нp╢}╡oдз╖~░╚,,0871204
н╗┤ф,╣qж└╗s│y╖~,╝w▓W╣ъ╖~б]н╗┤фб^ж│ннд╜еq,TEX YEAR(HONG KONG)LIMITED,85223312287,85227563824,A9-A11 5/F SHEUNG SHUI PLAZA 3KA FU CLOSE SHEUNG SHUI NT,╝w▓Wе°╖~к╤еўж│ннд╜еq,кL▒╥╡`,02-22992121,02-22992889,╖sе_елднк╤░╧дн┼vд╗╕Їв╕╕╣в▓╝╙,04465521,╕g└чд@пы╢iеXдf╢TйЎ╖~░╚,,0871208
н^─▌║√и╩╕sоq,ифеLкў┐─╗▓зU╖~,║ндh╢░╣╬б]║√и╩б^▒▒к╤ж│ннд╜еq,"WVS GROUP(BVI)HOLDINGS CO.,LTD.",,,"CITCO BUILDING P.O.BOX 662, ROAD TOWN TORTOLA BRITISH VIRGIN ISLANDSH VIRGIN ISLANDS",╖г▒ъ╣qдlк╤еўж│ннд╜еq,о}з▄,07-3612116-1135,07-3612477,░к╢пел(┬┬)╖г▒ъе[дuеXдf░╧╕gдT╕Їе|дQдG╕╣,76026851,▒qи╞╣яе~е~┬рзы╕ъ╖~░╚,,0871209
дще╗,┐n┼щ╣q╕Ї╗s│y╖~,╖s╝є║ы▒Kошжб╖|к└,"NIIGATA SEIMITSU CO.,",,,дще╗░ъкFи╩│г┤ф░╧к█дjк∙1дBе╪16╡f3╕╣,лHи╣╣qдlк╤еўж│ннд╜еq,д¤▓╨╖s,02-26985760,02-26981548,н]о▀┐дн]о▀ел░ъ╡╪╕Ї582╕╣,23542766,┼▄└г╛╣.╗W╣q╛╣╗s│y.│c╜ц,,0871217
н^░ъ,╣B░╩е╬л~бB╛╣зў╣s░т╖~,дOдsж│ннд╜еq,REXON LIMITED,04-24914141,04-24910371,"SUMMIT 1, MANGHAM ROAD, BARBOT HALL INDUSTRIAL ESTATE, ROTHERHAM, SOUTH YORKSHIRE S61 4RJ",дOдsдu╖~к╤еўж│ннд╜еq,│п╖ч║a,04-3394141,04-24910371,╗Oдделдjи╜░╧дпд╞╕Ї261╕╣7╝╙,55759180,йєн^░ъ╛P░тдOдsдьдu╛ўд╬╣q░╩дuиудз▓гл~,,0871217
╖sе[йY,ифеLкў┐─╗▓зU╖~,╖sе[йYи╚кFдu╖~зы╕ъиpдHж│ннд╜еq,QRIENTAL INDUSTRIAL HOLDING PTE LTD.,65-2828733,65-2866300,5 LITTLE ROAD#09-01/02 CEMTEX INDUSTRIAL BUILDING SINGAPORE536983,и╚мwдЇкdк╤еўж│ннд╜еq,о}ж░кF          ,02-27338000         ,02-27359797         ,╗Oе_ел┤░д╞лn╕ЇдGмqдGб│дC╕╣╗╖е°дj╝╙дTдQбBдTдQд@╝╙,03244509,╕g└ч╣яжU║╪е═▓ги╞╖~дззы╕ъ╖~░╚,,0871222
д┌жш,╣q╕гд╬иф╢g├ф│]│╞бB│n┼щзх╡o╖~,D-LINK BRAZIL LTDA.,D-LINK BRAZIL LTDA.,55-11-21859320,55-11-21859321,"RUA GERALDO FLAUSINO GOMES, 78,8 ANDER-CEP 04575-060 BAIRRO CIDADE MONCOES-SAO PAULO, SP-BRAZIL",д═░Tмьз▐к╤еўж│ннд╜еq,дк▐│зы╕ък╤еўж│ннд╜еq,035-779966,02-279000977,╗Oе_елд║┤Є░╧╖s┤ЄдT╕Ї289╕╣,22099189,ец┤л╛╣бB╡L╜u║Ї╕Ї▓гл~дзжц╛Pд╬░тлскA░╚,,0871222
▓№─ї,╣q╕г╗s│y╖~,л╪∙╓╝┌мwдlд╜еq,AOPEN COMPUTER B.V.,31-73-6459534,,EUROPALAN 89 5232BC SHERTOGENBOSCH THE NETHERLANDS,л╪∙╓к╤еўж│ннд╜еq,╜▓╖┼│▀,02-7710-1195,,╗Oе_ел╖s┤Єд@╕Ї128л╤15╕╣5╝╙,97306457,╕g└ч╣q╕г╣s▓╒еєдз╢R╜цд╬╗s│y╖~░╚,,0871222
н^─▌║√и╩╕sоq,ифеLкў┐─╗▓зU╖~,SAFFIRE INVESTMENT LTD.,SAFFIRE INVESTMENT LTD.,,,"CITCO BUILDING WICKHAMS CAY,P.O BOX 662,ROAD TOWN TORTOLA BRITISH VIRGIN ISLANDS.",│╨иг╕ъ░Tк╤еўж│ннд╜еq,зЇ▒R╕U,,02-27923375,╗Oе_елд║┤Є░╧жцй╛╕Ї70╕╣,23446187,╕g└чд@пызы╕ъд╬▒▒к╤╖~░╚,,0871224
н^─▌║√и╩╕sоq,лH░UкA░╚╖~,MISSION STRATEGIC INVESTMENT б]SERIES1)LIMITED,MISSION STRATEGIC INVESTMENT б]SERIES1)LIMITED,02-23617991,,"P.O .BOX 146,ROAD TOWN,TORTOLA,BRITISH VITGIN ISLANDS.",дjкFп╝┬┤к╤еўж│ннд╜еq,│пн╫й╛,02-27522244,04-2127041,╗Oе_елкQдs░╧лnи╩кF╕Ї3мq346╕╣3╝╙,51037304,╕g└члOе╗лм░ъ╗┌зы╕ъ░Єкў░╚╖~░╚,,0871231
╖sе[йY,╣q╕г╗s│y╖~,"UNITY OPTO TECHNOLOGY PTE.,LTD.","UNITY OPTO TECHNOLOGY PTE.,LTD.",,,332 JOO CHIAT PLACE SINGAPORE427997,кFийе·╣qмьз▐к╤еўж│ннд╜еq,зd╝y╜ў          ,02-29993988-1204    ,02-29993910         ,╗Oе_┐д(┬┬)дTнлеле·┤_╕Їд@мqдKдK-дK╕╣дE╝╙,84412694,в░.╡oе·дG╖е┼щдз╢TйЎ╛P░т,,0871231
н^─▌║√и╩╕sоq,ифеLкў┐─╗▓зU╖~,и╚мwмьз▐,ASIA TECHNOLOGY 2 LIMITED.,02-25626655,02-87122020,CROQUE BUILDING MAIN STREET P.O.BOX 116 ROAD TOWN TORTOLA BRIGISH VIRGIN INLANDS,дjкFп╝┬┤к╤еўж│ннд╜еq,│пн╫й╛,02-27522244,04-2127041,╗Oе_елкQдs░╧лnи╩кF╕Ї3мq346╕╣3╝╙,51037304,╕g└чзы╕ъ▒▒к╤╖~░╚,,0880104
┬─╝пи╚,┐ьд╜е╬╛ў▒ё╛╣иузх╡o╖~,╢о╕mзы╕ъж│ннд╜еq,,,,OFFSHORE CHAMBERS P.O.BOX 217 APIA SAMOA,кFийе·╣qмьз▐к╤еўж│ннд╜еq,зd╝y╜ў          ,02-29993988-1204    ,02-29993910         ,╗Oе_┐д(┬┬)дTнлеле·┤_╕Їд@мqдKдK-дK╕╣дE╝╙,84412694,╢iдf.еXдf.┴╩дJеX░т│fкл.╛ў╛╣╡е╖~░╚,,0880112
м№░ъ,╣q╕гд╬иф╢g├ф│]│╞бB│n┼щзх╡o╖~,EDIMAX COMPUTER COMPANY,EDIMAX COMPUTER COMPANY,,,3350 SCOTT BLVD BLDG 15 SAMTA CLARA CA 95054 USA,░Tжрмьз▐к╤еўж│ннд╜еq,еЇлaе═,02-77396770,02-77396887,╖sе_елднк╤░╧дн┼vдT╕Ї3╕╣,22164580,╣q╕г║Ї╕Ї╗P║Ї╕Ї╢g├ф▓гл~к║╛P░т╖~░╚,,0880115
н^─▌╢}░╥╕sоq,╣q╕г╗s│y╖~,╝s╣F░ъ╗┌ж│ннд╜еq,QUANTA INTERNATIONAL LIMITED,,,HUNTLAW BUILDING P.O.BOX 2804 GEORGE TOWN GRAND CAYMAN CAYMAN ISLANDS,╝s╣F╣q╕гк╤еўж│ннд╜еq,кLж╩и╜,03-3272345#11641,03-3271511,оч╢щ┐д(┬┬)└tдs╢mдхд╞з°дхд╞дG╕Ї188╕╣,22822281,╕ъ░T╛╣зў╗s│yбB▒M╖~╕ъ░T╛╣зўд╬░tеє╣s░тбBз▐│Nдф┤йбB║√н╫д╬жU║╪╕ъ░Tз▐│NдзкA░╚бB░Tз▐│Nдзмв╕▀,,0880118
н^─▌║√и╩╕sоq,е╝д└├■ифеL╣qдl╣s▓╒еє╗s│y╖~,дOдs╝┌мwж│ннд╜еq,,04-24914141,04-24910371,INDER STEELE 14 D-40599 DOSSELDORFQ,дOдsдu╖~к╤еўж│ннд╜еq,│п╖ч║a,04-3394141,04-24910371,╗Oдделдjи╜░╧дпд╞╕Ї261╕╣7╝╙,55759180,╕g└ч╣q░╩дuиуеXдf╢TйЎд╬░тлскA░╚╖~░╚,,0880118
дще╗,е╝д└├■ифеL╣qдl╣s▓╒еє╗s│y╖~,ошжб╖|к└╟в╟~╟я╟┬╟└╟л.╟┴╟╖╟═╟я,WINTEK JAPAN CORPORATION.,,,кFи╩│гкZ┬├│еелжN▓╗жxе╗╦mдBе╪11╡f30╕╣,│╙╡╪мьз▐к╤еўж│ннд╜еq,╢└┼у╢п,04-25318899,04-25310868,╗Oддел╝цдl░╧еxдде[дuеXдf░╧л╪░ъ╕Ї10╕╣,22100398,▓G┤╣┼уе▄╛╣д╬╝╥▓╒дзмуиs╢}╡o.│]нp.╛P░тд╬║√н╫,,0880119
дще╗,╣qдl║▐╗s│y╖~,AUROTEK INC.,AUROTEK INC.,,,"2F, AKIHABARA SEISHIN BLDG. 1-7-8, KANDASUDA-CYO, CHIYODA-KU, TOKYO, 101-0041, JAPAN",йM▌╧мьз▐к╤еўж│ннд╜еq,▒iе├йў,02-8752-3311,02-22902395,╗Oе_елд║┤Є░╧мwдl╡є60╕╣2╝╙,12304443,╣qдl╛ў╛╣д╬╛ў▒ёдт┴uдзеXдf╢R╜ц,,0880125
╖sе[йY,ифеL╣q╕г╢g├ф│]│╞╗s│y╖~,е┐╒ц║ы▒Kдu╖~б]╖sе[йYб^ж│ннд╜еq,NEXTRONICS ENGINEERING (PTE) LTD.,86487777,86481771,10 ANSON ROAD #33-17 INTL PLAZA SINGAPORE 079903,е┐╒ц║ы▒Kдu╖~к╤еўж│ннд╜еq,о}йu┼я,02-6616-2000,02-86481771,╖sе_елж┴дю░╧▒d╣ч╡є169л╤31╕╣2╝╙,22324051,▒▒к╤д╜еq,,0880127
м№░ъ,ифеLкў┐─╗▓зU╖~,LOGON DATA CORPORATION,LOGON DATA CORPORATION,714-282-6111,714-282-6117,"828W.TRAFT AVE, ORANGE CA92865, U.S.A.",дд└Їк╤еўж│ннд╜еq,п╬й·┼у,02-25989890,02-25857991,╗Oе_елдддs░╧е┴┼vжш╕Ї53╕╣15╝╙,12205020,╕g└ч║Ї╕Їжт▒би╛░Їиt▓╬д╬ифм█├Ў└│е╬│n┼щйM╡w┼щдзму╡o╗P╛P░т╖~░╚,,0880204
н^─▌║√и╩╕sоq,ифеLкў┐─╗▓зU╖~,GAPURAL INCORPORATED,GAPURAL INCORPORATED,,,еxе_еллnи╩кF╕ЇдGмqд@Oд@╕╣д╗╝╙,дд└Їк╤еўж│ннд╜еq,п╬й·┼у,02-25989890,02-25857991,╗Oе_елдддs░╧е┴┼vжш╕Ї53╕╣15╝╙,12205020,╕g└чзы╕ъ░кмьз▐д╜еqдз░Єкўд╜еq╖~░╚,,0880204
ої░ъ,жLмV╛у▓z╖~,з╗╗╖┐│╖~б]ої░ъб^к╤еўж│ннд╜еq,"EVEREST TEXTILE (THAILAND) CO., LTD.",,,13 FLOOR PLOENCHIT TOWER 898 PLOENCHIT ROAD LUMPINI PATHUMWAN BANGKOK 10330,з╗╗╖┐│╖~к╤еўж│ннд╜еq,оuоaйy,06-5782561,06-5782864,╗OлnелдsдW░╧й·йMи╜дGднд╗╕╣,22817999,╕g└че[дu╡╖.е╗жт┬┤ем.║}е╒▒Ї┬┤ем.мVжт▒Ї┬┤ем.жLкс▒Ї┬┤ем╡ееNдu.е═▓гд╬╛P░т╡е╖~░╚,,0880205
╝w░ъ,┐ьд╜е╬╛ў▒ё╛╣иузх╡o╖~,еи└╝╝╞жь║╨д∙к╤еўж│ннд╜еq,PRINCO DIGITAL DISC GMBH,,,DECHENSTR 3 D-40878 RATINGEN GERMANY,еи└╝мьз▐к╤еўж│ннд╜еq,кЇеAи},035-773177,,╖sж╦ел╖sж╦мь╛╟╢щ░╧дu╖~кFе|╕ЇдQе|╕╣,47255904,╕g└че·└xжs┤C┼щдз╛P░т╖~░╚,,0880205
н^─▌║√и╩╕sоq,ифеLкў┐─╗▓зU╖~,д╡╡qж│ннд╜еq,"JH-HAW CO., LTD.",,,P.O.BOX 116 SEA MEADOW HOUSE BLACKBURNE HIGHWAY ROAD TOWN TORTOLA BRITISH VIRGIN ISLANDS,д╡╡q╣ъ╖~к╤еўж│ннд╜еq,кLдх╖╫,02-2918-9189,,╖sе_ел╖sй▒░╧─_┐│╕Ї53╕╣,20950226,╕g└чзы╕ъ.▒▒к╤.╢TйЎ╡е╢╡е╪╖~░╚,,0880220
н^─▌╢}░╥╕sоq,кў┐─▒▒к╤╖~,EMC INVESTMENT HOLDING LTD.,EMC INVESTMENT HOLDING LTD.,886-225989890-216,886-225973270,SCOTIA CENTRE 4TH FLOOR P.O.BOX2804 GEORGE TOWN GRAND CAYMAN CAYMAN ISLANDS,дд└Їк╤еўж│ннд╜еq,п╬й·┼у,02-25989890,02-25857991,╗Oе_елдддs░╧е┴┼vжш╕Ї53╕╣15╝╙,12205020,д@пызы╕ъ╖~░╚,,0880225
